text,sentiment
@ADenkyirah Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again),joy
LOVE LOVE LOVE  #fun #relaxationiskey,joy
"This is the day You've made, \n\nLet us rehoi rejoice and be glad with all that I am. \n\nðŸ˜ŠðŸ’–\n\n#aja \nGood morning!!!!",joy
I #love to #laugh and share #laughter as way to share #joy,joy
second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL #cheering,joy
I'm such a fan of endless #laughter with #friends and enjoying #happiness together. #FridayFeeling #weekend,joy
the thought of you gets me through my day. the thought of your smile never fails at making me smile ðŸ’š,joy
"Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful",joy
Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious,joy
@palmtreesarah @WorthingTheatre had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you â¤ï¸,joy
@shwood @mpforstein OMD you 2 are cracking me up! Thanks for the follow Brian. I need some levity to balance the cynicism I share w/MichaelðŸ˜€,joy
"@DorH84607784 Oh FANTASTIC, I bet it was super exhilarating  ðŸ¤—ðŸ˜",joy
@ContourCosmetic well done ladies! A great award for an amazing team. A delight to present the award to you.,joy
Vals always smiling I love it #gbbo,joy
Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym #cheer #tumbling,joy
I love how cheery and adoring @JackHoward gets every time he produces new content.,joy
Good morning joyful people. Choose happiness to have a great day today #morning #joyful #happiness #grandmercurejktkemayoran,joy
Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed ,joy
"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday  #eatcake",joy
Thank you @twitter for the balloons today. #smile #goodday #48,joy
Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n#tears #laughter #moretears,joy
Today is the first time any math professor let us live early before the class time !!! #15 min #feelsgood #happy #wednesday #,joy
Food that gets delivered ðŸ˜ðŸ™ŒðŸ» #cheering #happy,joy
You know you're in love when all you can do is smile whenever you talk about how he is to someone.,joy
What a #lively #lovely #shower ðŸ˜‡ ..,joy
"What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun #laughter",joy
@EmmyMitchell_  hahahaha you're ridiculous!!! But thank you a joyous evening xx,joy
I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing ðŸ“–ðŸ–‹,joy
second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL ,joy
Made my night that @GordonReid91 Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks @andy_murray,joy
"By the way, I'm wearing the smile you gave me today. \n #you #me ",joy
@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,joy
"@alpuzz Ah, but once I got it to work, there was much rejoicing! Lol thanks will get it to do taht now.",joy
Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! ,joy
"@MrHenvin Thank you, happy birthday to you as well!",joy
"I really love the customer service @LifeProof they're always so nice, helpful and cheerful !",joy
"@ChrisBooker @ThePerezHilton On PHP54  and though the Kardashian stuff goes over my head, you're both hilarious, like gleeful little boys ðŸ˜‚ðŸ˜‚",joy
"@TheSandraGal Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. #happiness #beauty",joy
"May your day be filled with #peace#love n #laughter .Have a very nice day full of #Success #Jummah MubarakðŸ˜‡ , good morningâ˜• @WaseemBadami",joy
2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! ,joy
It's funny that everyone came in my life as they like how far I'm cheerful and self confident could make me 3abla kaml fg2a kda ðŸ˜‚ðŸ˜‚ðŸ˜‚,joy
Happy Birthday @Brooke56_56  #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,joy
TheNiceBot: melbjs ;) Here is a smile and a wink from across the web. #TheNiceBot,joy
"A #smile brightens your day and the day of everyone around you, so remember to #smile, it's #free. :-)",joy
I'm watching joyful noise for 100000000 time cuz I love this movie and @KekePalmer,joy
"Indian time it's already ur birthday @akshaymarwah22. Have a stupendous birthday. Wish you more success, laughter and lots of love. Hugs. x",joy
"now that I have my future planned out, I feel so much happier #goals #life  #igotthis #yay",joy
"#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love #hilarious #TeamMark",joy
Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym  #tumbling,joy
@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts,joy
@morgannbroom yes â¤ï¸â¤ï¸ &amp; cheering homecoming game!,joy
I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #Ø§Ù„ÙŠÙˆÙ…_Ø§Ù„ÙˆØ·Ù†ÙŠ,joy
@JackAndJack I'm so lively for listenðŸ’—ðŸ˜€,joy
@Nick_Offerman I'll be there!! Can't wait for all the !,joy
@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs ðŸ¤—,joy
@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing ty!,joy
@Zerfash â€” can't wait.' She said cheerfully and grinned.,joy
@madisenrb she's so sweet &amp; playful ðŸ˜,joy
"Good morning, Trondheim! #optimism #productivity â›…ï¸â¤ï¸ðŸ‡³ðŸ‡´ðŸ¢ðŸ’»ðŸ–¥ðŸ‹ðŸ»ðŸ’ªðŸ¼ðŸ“ºðŸ¿",joy
Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! #hilarious,joy
having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling,joy
@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,joy
Currently listening to @ScottFoxonair &amp; @KatCallaghan @Z1035Toronto podcasts!! Can you guys please move to #yvr ? #hilarious #missyou,joy
@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.,joy
@Myahrissavietta I'm cheery now ðŸ˜˜ðŸ˜‰,joy
Probably the best OT period I've ever seen. Absolutely exhilarating. #WCH2016 #TeamNA,joy
Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is ðŸ˜‚ #HereWeGo,joy
@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness  #happyme,joy
"@followAdamA looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal",joy
I found #marmite in Australia. `:) #happy,joy
@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!,joy
"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy #eatcake",joy
"I love seeing happy women, that glow is something real.",joy
Aw there's a young fox outside on the grass just jumping around all playful and having a little stretch ðŸ™ˆ soo cute ðŸº,joy
"North America vs Sweden is the most exhilarating hockey I've ever watched ðŸ˜… wow , mackinonns mitts are silky #TeamNA #WCH2016",joy
Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!,joy
"By the way, I'm wearing the smile you gave me today. \n#you #me #smile",joy
Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife  #love #hardworkpaysoff #fun,joy
You're so cute @katienolan #truelove #hilarious @GarbageTime #beautiful &amp; #graceful never heard explicits spoken with such elegance. #Mingo,joy
"Always be #cheerful, #smile often make others happy, care for others, help who feel helpless and #vulnerable. Life feels good #leadership",joy
"What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun ",joy
LOVE LOVE LOVE #smile #fun #relaxationiskey,joy
@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice â¤ ðŸ“žðŸ‘ðŸ˜Š,joy
Happy birthday @iRidhiDogra keep smiling always.Wishing you a wonderful year ahead mam,joy
"Good night, Twitter world! Wish you all good sleep / productive jovial days! :)",joy
@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! #hilarious,joy
My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday #hilarious #funny #laughing #happy,joy
Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! ,joy
@stackee Charlie attempted to suffocate me with a cushion for cheering so much at the great news ðŸ˜‚ðŸ˜‚,joy
@clonmacart I'm beaming with glee.,joy
Smile at people and see what happens.  I think you'll be surprised #smile more #surprisepeople #influenceinternational,joy
"Something about these cool, breezy fall days.. ðŸ˜ðŸ‚ðŸŒ¾ðŸ",joy
Food that gets delivered ðŸ˜ðŸ™ŒðŸ»  ,joy
@ArtyBagger With or without cake seeing your wee cheery face is always a joy xx,joy
"I am a simple human being who just really loves @aliciakeys like truly, madly, deeply rejoicing in her existence, class and queendom",joy
"I just really enjoy bright colors, like the colors you would see downtown Miami",joy
"Thanks for making our Mass with Fr. Vallely respectful, meaningful, and joyful @ACSSCrusader @AssumptionHCDSB ! #SeeWithEyesOfMercy",joy
Good morning joyful people. Choose happiness to have a great day today #morning  #happiness #grandmercurejktkemayoran,joy
@LiamJamesVernon love the optimism!! BLUE MOON!,joy
#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy #delight,joy
@RealestCastiel just sitting close to him for an extended period of time was exhilarating because he's so beautiful and lively lol,joy
TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #Ø§Ù„Ø®ÙØ¬ÙŠ,joy
@PriiiincesssE thanks for distracting me from my paper to watch this hilarious video ðŸ˜‚,joy
@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the ,joy
@LindseySanford @simplymeasured this makes me giggle with glee!,joy
Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy,joy
Be #happy. Be #bright. Be YOU :) #identity #TimelessTips #friendship #family #forest #water #family #TrueLove #God #RoadSoFar #you #LifeTrip,joy
"When you wake up from a dream laughing at something stupid, and that makes you laugh more ",joy
@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol ,joy
Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!,joy
@imDevinLopez happy bday bro! ðŸ‘ŒðŸ»,joy
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday #smile,joy
"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing",joy
Riggs dumb ass hell lolol #hilarious #LethalWeapon,joy
"â€œBe #positive, #cheerful, #grateful and expectant.â€ @NightingaleEarl  #Success #Leadership",joy
"We are elated to have @lisavol, Sid Espinosa and @dyuliharris, ready to inspire innovative students!!  @knightfdn @MicrosoftSV @JessicaWeare",joy
@Norn_IronMaiden @forest_fr1ends It's hilarious,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol ",joy
#ukedchat A4 Just go outside (or to the gym hall) and play! \n #education  #learning,joy
"And by the way, Takeru's eyes sparkling while eating was like the cutest thing ever.",joy
#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy ,joy
@JamieNicks_ it makes complete sense and i'm elated to hear this :],joy
@liamch88 yeah! :) playing well ,joy
@Olajide_Shutti lmaoo. It will be a joyful day.,joy
Thank you @RachelPlatten for teaching me how to live again. It's been so long since &amp; this ride is about to be exhilarating. I just know it,joy
Day 3 of #harvest16 - listening to the sound of the chopper working it's way closer to home at @mountaindairy makes me #happy. #farm365,joy
@dressenn @amerson6562 @RosaTrunk @iam_spl_ @michaelk487 @Silau25 \nGAðŸ™‹ Have a joyful day,joy
Yo this 3 v 3 overtime in hockey got me sweaty damn this ish exhilarating,joy
What an exhilarating last minute of overtime #WCH2016,joy
Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:,joy
"Ooh #hygge, candles, jasmine tea &amp; #GBBO ",joy
.@Travelanswerman: When U ride on a pile of salt life is extra sweet! Always salty always savory! #surfing #aloha #smiling â€¦,joy
It's a beautiful day today. Cloudy but sunny and breezy.,joy
@jimadair3 Guitar shop owners everywhere rejoice,joy
A joyous first webiversary/web mitzvah to Smithsonian's @WeiPoints!! @brianwolly @jackie_mansky @bethpylieberman @bilbo @mazeltov,joy
@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears #laughter,joy
Look forward to the detours because they bring delightful surprises. #lifequote ,joy
"@followAdamA looking back on recent tweets seen, this one right here is great #perfect  #Speechless #deal",joy
Getting cable hooked up in new place just in time for @NBCChicagoPD and @NBCChicagoMed premiers is like God smiling down on me. #OneChicago,joy
"@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh !",joy
Watch this amazing live.ly broadcast by @izzybuzy365  #musically,joy
My siblings look all gangster &amp; I look all cheery ðŸ˜…ðŸ˜‚,joy
@sidviyer uff!! Look at your Arsenal fans cheering for every goal against United. haha,joy
"@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --",joy
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done #smiling,joy
"If you have the ability to make someone happy or to make someone #smile, do it! The world needs more of that right about now. #CreateLove â˜ºï¸",joy
"@BlueJayHunter I'm fine on the near future, I just want to go to bed super elated and put together audio compilations of great moments.",joy
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading,joy
"if you ain't watching Sugarboy on Hulu, then you ain't shit. #hilarious hahaha",joy
@TampaBayRay I cried with laughter.,joy
"I'm due for a big change! I've prayed on it, I think I deserve it #positivity #optimism",joy
@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning ðŸ˜‚ðŸ˜‚ðŸ˜‚ @grimmers @fionaradio @TinaDaheley,joy
"It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!",joy
tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor #exhilarating #NYCletsgo,joy
@reinervshunter you got thisï’™ #staystrong #smile #yourebeautiful,joy
It's Thursday which means it's Grey's day #TGIT ,joy
Watch this amazing live.ly broadcast by @brooke_bridges  #musically,joy
The current run of superman continues to be a delight! You can feel the love poured into it by everone on the creative team #superman,joy
I am always ready to #smile.,joy
"Riding at night has got to be one of the most exhilarating, refreshing things I have ever done.",joy
"Lmboo , using my nephew for meme #hilarious",joy
@sszmata @PKessel81 Blew up the Internet with his chirp. Lol. Love it.,joy
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL,joy
"I like talking to someone who makes me laugh, laughter is the best medicine",joy
"Lmboo , using my nephew for meme ",joy
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you #happy #independent",joy
Watch this amazing live.ly broadcast by @katyy.mae #lively #musically,joy
"#personaldevelopment\n\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment â€¦",joy
Bunk ur classðŸ“š at least once in your life time cuz later when u look back good marks will not make u happy but memoriesðŸ˜Š will'    -APJ,joy
"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. #hilarious",joy
Am I watching #BacheloretteAU or Zoolander ? #hilarious #samvrhys,joy
@scdesc Yup. And Val basically ignoring the recipe. I'm just done. I keep bursting into laughter x,joy
"Be happy not because everything is good, but because you can see the good side of everything  #optimism",joy
the fact everyone is selling their kanye tickets or are buying them for less than $50 is unbelievably hilarious to me,joy
@bradshawjp Sweet! ,joy
"He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome.",joy
@Nick_Offerman I'll be there!! Can't wait for all the #mirth!,joy
Icon is pochama.\nHe is very cute and easily elated.,joy
@crimpoop my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell //growls\n\n#PandaBot,joy
Remember: The life you have is a blessing for #God. Make it a joyful experience regardless of the odds. GBY,joy
@chrisrock brings back great memories of hilarity on #SATURDAYNIGHTLIVE,joy
The neighbor dancing in the Clayton Homes commercial is me. #hilarious,joy
All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS,joy
@AlbertBreer @jetswhispers Be sure and switch it over to cable news - cheery,joy
"If you simply act out of kindness, strength, and optimism, today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson9",joy
@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life.  #smiling,joy
@liamch88 yeah! :) playing well #optimism,joy
Why have I only just started watching glee this week I am now addicted ðŸ™„ #glee #GLEEK,joy
@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,joy
chirp chirp! what a beautiful white and red bird! ðŸ¦,joy
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch,joy
@sydneyswans #cheer #cheer the #red and #white we are now off to #grand final to #win the #fight. Thanks @JetstarAirways,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol  #punny",joy
Watch this amazing live.ly broadcast by @iamjustinburke #lively #musically,joy
"@deadlyjokester *she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*",joy
"The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity.",joy
"Just popped a half bottle of 2014 @Bellawines #sparkling #gamaynoir from Westbank. Evenin', folks! \n#bcwinechat",joy
Omg I'm outside making beats with garageband and some little birds  decided to chirp along ï¼ˆâ‰§âˆ‡â‰¦ï¼‰,joy
Go follow me on Musically @budderlordk1ng I am making a lively. Come and join BFFing and Following ;) See you there!,joy
@adamrodricks I like your optimism!,joy
Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love,joy
"God just replaced my sadness with laughter, can't go the whole day sad ...",joy
A hearty welcome to those who followed me.,joy
In ever use to like smiling until I realized how good my teeth look ... Witout the braces,joy
@saraandgreg @Airbnb Another happy customer.  #secreteyes,joy
I just heard the most incredibly transcendent song ever &amp; now I feel high &amp; fucked up yet joyful &amp; I will never be the same,joy
"Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion.",joy
Only Geo is capable of cheering me upâ¤ï¸â¤ï¸â¤ï¸,joy
@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet,joy
Make someone happy ^_^,joy
What if.... the Metro LRT went over the Walterdale?!?! ðŸ˜‚ #yeg ,joy
Go follow #beautiful #Snowgang â™¥@Amynicolehill12 â™¥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday,joy
felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! #happy,joy
@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day,joy
"Being a veteran just totally got me out of a ticket. I'm elated right now, close call.",joy
*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n #funny #pun #punny #lol ",joy
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done ,joy
Rojo is so bad it's hilarious.,joy
"I'm due for a big change! I've prayed on it, I think I deserve it #positivity ",joy
Watch this amazing live.ly broadcast by @kaylaaa_sartorious #lively #musically,joy
".@Harry_Styles I hope you never go a day without something to make you smile. You deserve all good things. Please follow me?\nâ¤ï¸ðŸ’›ðŸ’šðŸ’™ðŸ’œ\n311,553",joy
@_stfukohle it's ok champ you'll make it I'm cheering you on from a far,joy
Rojo is hilarious,joy
I'm so playful. lol I need somebody that'll joke with me all day long cause ill never get tired of it.,joy
@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!,joy
It's better to be wetter than it is dry' - @RLevin91 certainly found that hilarious #GBBO,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny  #lol",joy
"Ooh #hygge, candles, jasmine tea &amp; #GBBO #happy",joy
"@my2k aaa Cam animated that, so proud of our boy",joy
@safaridjh but it's so aesthetically pleasing omg,joy
"#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. ",joy
Peter is aesthetically pleasing to look at,joy
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you  #independent",joy
I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious,joy
@KWAYNTjoia it's exhilarating,joy
So happy my next class is canceled bc..im od tired ðŸ˜­,joy
Optimism leads to success. - Bill Kerr @Coach__Kerr #success  #goals,joy
It's meant to be!!  ,joy
#smile is the #respect we give everyone.,joy
Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert #happy,joy
The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so.,joy
Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*,joy
@DuncM1981 @pmallon72 At the risk of being blocked I thought that video from the wake was hilarious.,joy
I want the smoky clouds of laughter to swim about you forever more..,joy
I'm a cheery ghost.,joy
Watch this amazing live.ly broadcast by @elise_awsome_11 #lively #musically,joy
Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically,joy
Watch this amazing live.ly broadcast by @maisiev  #musically,joy
"@AJStylesOrg I know they have you a scripted ego maniac but, I was so elated to hear that you are a devout Christian like myself. Phenomanal",joy
"@alyankovic I really wish I could attend the show at RCMH. I'm there in spirit, cheering you and the dudes on! :)",joy
@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds #hilarious,joy
Accept the challenges so that you can feel the exhilaration of victory. #FocusX10 #motivation #motivationalquotes #quoteoftheday,joy
Watch this amazing live.ly broadcast by @flydudern  #musically,joy
"You know what's great about #GBBO ? Contestants helping each other, cheering each other on. So important.",joy
Accept the challenges so that you can feel the exhilaration of victory.,joy
@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it,joy
Thank you @twitter for the balloons today.  #goodday #48,joy
"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -",joy
Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl,joy
"Knowing how to cook is invaluable, what's even better is that even in a 400 sq ft place, I have wide and hearty homestyle egg noodles.",joy
Watch this amazing live.ly broadcast by @footballrocks123456  #musically,joy
Do what makes you successful and #happy now and forever,joy
I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. #GBBO,joy
Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife #smile #love #hardworkpaysoff #fun,joy
#smile every morning to a positive head start with your #clients relations,joy
@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated,joy
Watch this amazing live.ly broadcast by @hannah..mccloud #lively #musically,joy
"And the weather so breezy, man why can't life always be this easy",joy
"Of cheerfulness, or a good temper - the more it is spent, the more of it remains.",joy
Watch this amazing live.ly broadcast by @mrgummyking #lively #musically,joy
Watch this amazing live.ly broadcast by @rosannahill #lively #musically,joy
Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. #rejoicing,joy
"There's a specific joyous 20 song title engiybhekayo, yasezayoni. Need it for le mood",joy
promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful  #do_u_see,joy
Look forward to the detours because they bring delightful surprises. #lifequote #delight,joy
Watch this amazing live.ly broadcast by @paulzimmer #lively #musically,joy
talk about a mood pickup i went from depressed to elated so fast,joy
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. ,joy
@NHLstoreNYC I'm cheering for @TeamNA_WCH and @TeamEUR_WCH #NHLNYCSweepstakes,joy
Watch this amazing live.ly broadcast by @evanhufferd #lively #musically,joy
@bradshawjp Sweet! #optimism,joy
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee,joy
tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor  #NYCletsgo,joy
It's Thursday which means it's Grey's day #TGIT #rejoice,joy
Watch this amazing live.ly broadcast by @kana_blender  #musically,joy
@ofc_ALDUBQC Glad you gained some cheery vibes just by looking at our Happy Meal! ðŸ˜Š,joy
I found #marmite in Australia. `:) ,joy
Watch this amazing live.ly broadcast by @huntermcaseyy  #musically,joy
